index,token,embedding_file
459,of bandages.,embeddings_output/performance/embeddings_performance1.npy
460,"Hmm,",embeddings_output/performance/embeddings_performance1.npy
461,that is funny.,embeddings_output/performance/embeddings_performance1.npy
462,Dr. Torreson,embeddings_output/performance/embeddings_performance1.npy
463,said the clinic,embeddings_output/performance/embeddings_performance1.npy
464,was well-stocked,embeddings_output/performance/embeddings_performance1.npy
465,Carmen started to,embeddings_output/performance/embeddings_performance1.npy
466,say.,embeddings_output/performance/embeddings_performance1.npy
467,Dr. Torreson?,embeddings_output/performance/embeddings_performance1.npy
468,"Juan repeated, looking",embeddings_output/performance/embeddings_performance1.npy
469,confused.,embeddings_output/performance/embeddings_performance1.npy
470,"Ah, si,",embeddings_output/performance/embeddings_performance1.npy
471,"Senor Torreson,",embeddings_output/performance/embeddings_performance1.npy
472,of course.,embeddings_output/performance/embeddings_performance1.npy
473,The organization,embeddings_output/performance/embeddings_performance1.npy
474,has promised,embeddings_output/performance/embeddings_performance1.npy
475,to send us replacement,embeddings_output/performance/embeddings_performance1.npy
476,"supplies,",embeddings_output/performance/embeddings_performance1.npy
477,but they have not,embeddings_output/performance/embeddings_performance1.npy
478,arrived yet.,embeddings_output/performance/embeddings_performance1.npy
479,The shipments,embeddings_output/performance/embeddings_performance1.npy
480,"are always being delayed,",embeddings_output/performance/embeddings_performance1.npy
481,you know,embeddings_output/performance/embeddings_performance1.npy
482,he added apologetically.,embeddings_output/performance/embeddings_performance1.npy
483,That is okay,embeddings_output/performance/embeddings_performance1.npy
484,Carmen said.,embeddings_output/performance/embeddings_performance1.npy
485,She would have to,embeddings_output/performance/embeddings_performance1.npy
486,make do with small,embeddings_output/performance/embeddings_performance1.npy
487,bag of supplies,embeddings_output/performance/embeddings_performance1.npy
488,she had brought with her,embeddings_output/performance/embeddings_performance1.npy
489,until the shipment arrived.,embeddings_output/performance/embeddings_performance1.npy
490,During Carmen first,embeddings_output/performance/embeddings_performance1.npy
491,"few days in the clinic,",embeddings_output/performance/embeddings_performance1.npy
492,most of,embeddings_output/performance/embeddings_performance1.npy
493,the patients she,embeddings_output/performance/embeddings_performance1.npy
494,saw had fairly minor,embeddings_output/performance/embeddings_performance1.npy
495,problems:,embeddings_output/performance/embeddings_performance1.npy
496,cuts and scrapes,embeddings_output/performance/embeddings_performance1.npy
497,toothaches,embeddings_output/performance/embeddings_performance1.npy
498,indigestion.,embeddings_output/performance/embeddings_performance1.npy
499,Carmen,embeddings_output/performance/embeddings_performance1.npy
500,had a feeling that many,embeddings_output/performance/embeddings_performance1.npy
501,of the people came,embeddings_output/performance/embeddings_performance1.npy
502,less out of health concerns,embeddings_output/performance/embeddings_performance1.npy
503,and,embeddings_output/performance/embeddings_performance1.npy
504,"more out of curiosity,",embeddings_output/performance/embeddings_performance1.npy
505,to see,embeddings_output/performance/embeddings_performance1.npy
506,the foreign woman,embeddings_output/performance/embeddings_performance1.npy
507,who spoke broken,embeddings_output/performance/embeddings_performance1.npy
508,Spanish and wore funny,embeddings_output/performance/embeddings_performance1.npy
509,"clothes,",embeddings_output/performance/embeddings_performance1.npy
510,but she did not mind,embeddings_output/performance/embeddings_performance1.npy
511,she found,embeddings_output/performance/embeddings_performance1.npy
512,them just as interesting,embeddings_output/performance/embeddings_performance1.npy
513,as they found her.,embeddings_output/performance/embeddings_performance1.npy
514,Most,embeddings_output/performance/embeddings_performance1.npy
515,of them spoke a mix,embeddings_output/performance/embeddings_performance1.npy
516,of Spanish,embeddings_output/performance/embeddings_performance1.npy
517,and another language native,embeddings_output/performance/embeddings_performance1.npy
518,to the region.,embeddings_output/performance/embeddings_performance1.npy
519,When Juan,embeddings_output/performance/embeddings_performance1.npy
520,"was around, he could",embeddings_output/performance/embeddings_performance1.npy
521,translate but,embeddings_output/performance/embeddings_performance1.npy
522,mostly Carmen and,embeddings_output/performance/embeddings_performance1.npy
523,her patients got by,embeddings_output/performance/embeddings_performance1.npy
524,with hand gestures,embeddings_output/performance/embeddings_performance1.npy
525,and facial expressions.,embeddings_output/performance/embeddings_performance1.npy
526,The villagers appreciated,embeddings_output/performance/embeddings_performance1.npy
527,her help,embeddings_output/performance/embeddings_performance1.npy
528,and Carmen,embeddings_output/performance/embeddings_performance1.npy
529,found it very fulfilling,embeddings_output/performance/embeddings_performance1.npy
530,to care for them.,embeddings_output/performance/embeddings_performance1.npy
531,Though she had been,embeddings_output/performance/embeddings_performance1.npy
532,"shy in the beginning,",embeddings_output/performance/embeddings_performance1.npy
533,Alba proved,embeddings_output/performance/embeddings_performance1.npy
534,a wonderful companion.,embeddings_output/performance/embeddings_performance1.npy
535,"Each morning, she would bring",embeddings_output/performance/embeddings_performance1.npy
536,Carmen a potent,embeddings_output/performance/embeddings_performance1.npy
537,mix of leaves in,embeddings_output/performance/embeddings_performance1.npy
538,"hot water,",embeddings_output/performance/embeddings_performance1.npy
539,and a breakfast of mashed,embeddings_output/performance/embeddings_performance1.npy
540,plantains and fried,embeddings_output/performance/embeddings_performance1.npy
541,pork.,embeddings_output/performance/embeddings_performance1.npy
542,"In the evenings,",embeddings_output/performance/embeddings_performance1.npy
543,after Carmen,embeddings_output/performance/embeddings_performance1.npy
544,"left the clinic,",embeddings_output/performance/embeddings_performance1.npy
545,Alba would often,embeddings_output/performance/embeddings_performance1.npy
546,come by her hut.,embeddings_output/performance/embeddings_performance1.npy
547,She,embeddings_output/performance/embeddings_performance1.npy
548,was supposed to clean for,embeddings_output/performance/embeddings_performance1.npy
549,"Carmen, but",embeddings_output/performance/embeddings_performance1.npy
550,the two usually ended,embeddings_output/performance/embeddings_performance1.npy
551,up playing games,embeddings_output/performance/embeddings_performance1.npy
552,or telling stories instead.,embeddings_output/performance/embeddings_performance1.npy
553,Alba was patient,embeddings_output/performance/embeddings_performance1.npy
554,with Carmen slow,embeddings_output/performance/embeddings_performance1.npy
555,Spanish,embeddings_output/performance/embeddings_performance1.npy
556,and Carmen language,embeddings_output/performance/embeddings_performance1.npy
557,skills improved.,embeddings_output/performance/embeddings_performance1.npy
558,"In turn, Carmen",embeddings_output/performance/embeddings_performance1.npy
559,began to teach,embeddings_output/performance/embeddings_performance1.npy
560,Alba English.,embeddings_output/performance/embeddings_performance1.npy
561,The girl,embeddings_output/performance/embeddings_performance1.npy
562,picked up words amazingly,embeddings_output/performance/embeddings_performance1.npy
563,fast,embeddings_output/performance/embeddings_performance1.npy
564,and soon she,embeddings_output/performance/embeddings_performance1.npy
565,could name most,embeddings_output/performance/embeddings_performance1.npy
566,everything she saw,embeddings_output/performance/embeddings_performance1.npy
567,bed,embeddings_output/performance/embeddings_performance1.npy
568,table,embeddings_output/performance/embeddings_performance1.npy
569,hut,embeddings_output/performance/embeddings_performance1.npy
570,"man, woman",embeddings_output/performance/embeddings_performance1.npy
571,child,embeddings_output/performance/embeddings_performance1.npy
572,river,embeddings_output/performance/embeddings_performance1.npy
573,"[ 'tree""]",embeddings_output/performance/embeddings_performance1.npy
574,fire,embeddings_output/performance/embeddings_performance1.npy
575,doctor,embeddings_output/performance/embeddings_performance1.npy
576,sick,embeddings_output/performance/embeddings_performance1.npy
577,"[""cure'.]",embeddings_output/performance/embeddings_performance1.npy
578,After Carmen had,embeddings_output/performance/embeddings_performance1.npy
579,been in the village for about,embeddings_output/performance/embeddings_performance1.npy
580,"a week, a",embeddings_output/performance/embeddings_performance1.npy
581,patient came to the clinic,embeddings_output/performance/embeddings_performance1.npy
582,with a bad fever.,embeddings_output/performance/embeddings_performance1.npy
583,The patient was an older,embeddings_output/performance/embeddings_performance1.npy
584,woman named,embeddings_output/performance/embeddings_performance1.npy
585,Maria,embeddings_output/performance/embeddings_performance1.npy
586,whom Carmen did not recognize,embeddings_output/performance/embeddings_performance1.npy
587,according to,embeddings_output/performance/embeddings_performance1.npy
588,"Alba, Maria",embeddings_output/performance/embeddings_performance1.npy
589,had come from another,embeddings_output/performance/embeddings_performance1.npy
590,village down the river.,embeddings_output/performance/embeddings_performance1.npy
591,Carmen gave her medication,embeddings_output/performance/embeddings_performance1.npy
592,and,embeddings_output/performance/embeddings_performance1.npy
593,had her drink plenty,embeddings_output/performance/embeddings_performance1.npy
594,"of water, but Maria",embeddings_output/performance/embeddings_performance1.npy
595,fever just,embeddings_output/performance/embeddings_performance1.npy
596,got worse.,embeddings_output/performance/embeddings_performance1.npy
597,She also,embeddings_output/performance/embeddings_performance1.npy
598,had a strange rash,embeddings_output/performance/embeddings_performance1.npy
599,across her chest,embeddings_output/performance/embeddings_performance1.npy
600,"and back,",embeddings_output/performance/embeddings_performance1.npy
601,like nothing Carmen had,embeddings_output/performance/embeddings_performance1.npy
602,ever seen.,embeddings_output/performance/embeddings_performance1.npy
603,Carmen told,embeddings_output/performance/embeddings_performance1.npy
604,Maria she should,embeddings_output/performance/embeddings_performance1.npy
605,stay in the clinic overnight,embeddings_output/performance/embeddings_performance1.npy
606,until she felt,embeddings_output/performance/embeddings_performance1.npy
607,better.,embeddings_output/performance/embeddings_performance1.npy
608,That,embeddings_output/performance/embeddings_performance1.npy
609,"evening, Juan",embeddings_output/performance/embeddings_performance1.npy
610,came to the clinic with,embeddings_output/performance/embeddings_performance1.npy
611,another man.,embeddings_output/performance/embeddings_performance1.npy
612,The two men stood,embeddings_output/performance/embeddings_performance1.npy
613,"in the doorway, not",embeddings_output/performance/embeddings_performance1.npy
614,"wanting to come any closer,",embeddings_output/performance/embeddings_performance1.npy
615,as,embeddings_output/performance/embeddings_performance1.npy
616,if they were afraid Maria,embeddings_output/performance/embeddings_performance1.npy
617,might be contagious.,embeddings_output/performance/embeddings_performance1.npy
618,When Carmen noticed,embeddings_output/performance/embeddings_performance1.npy
619,"they were there,",embeddings_output/performance/embeddings_performance1.npy
620,she rushed over to,embeddings_output/performance/embeddings_performance1.npy
621,Juan.,embeddings_output/performance/embeddings_performance1.npy
622,She wanted to know,embeddings_output/performance/embeddings_performance1.npy
623,if anyone in the village,embeddings_output/performance/embeddings_performance1.npy
624,had a fever,embeddings_output/performance/embeddings_performance1.npy
625,like this before.,embeddings_output/performance/embeddings_performance1.npy
626,Had Dr. Torreson,embeddings_output/performance/embeddings_performance1.npy
627,treated any patients,embeddings_output/performance/embeddings_performance1.npy
628,with this fever?,embeddings_output/performance/embeddings_performance1.npy
629,"No, Juan said.",embeddings_output/performance/embeddings_performance1.npy
630,I have never seen,embeddings_output/performance/embeddings_performance1.npy
631,anything like this.,embeddings_output/performance/embeddings_performance1.npy
632,But the other,embeddings_output/performance/embeddings_performance1.npy
633,man had a strange,embeddings_output/performance/embeddings_performance1.npy
634,expression on his face.,embeddings_output/performance/embeddings_performance1.npy
635,"Carmen watched them leave,",embeddings_output/performance/embeddings_performance1.npy
636,puzzled.,embeddings_output/performance/embeddings_performance1.npy
637,"The following morning,",embeddings_output/performance/embeddings_performance1.npy
638,Carmen gave,embeddings_output/performance/embeddings_performance1.npy
639,Maria more medication,embeddings_output/performance/embeddings_performance1.npy
640,but nothing seemed,embeddings_output/performance/embeddings_performance1.npy
641,to help.,embeddings_output/performance/embeddings_performance1.npy
642,When Carmen came,embeddings_output/performance/embeddings_performance1.npy
643,back from her afternoon,embeddings_output/performance/embeddings_performance1.npy
644,"break, she",embeddings_output/performance/embeddings_performance1.npy
645,found that Maria had,embeddings_output/performance/embeddings_performance1.npy
646,disappeared.,embeddings_output/performance/embeddings_performance1.npy
647,Concerned.,embeddings_output/performance/embeddings_performance1.npy
648,she called for Alba.,embeddings_output/performance/embeddings_performance1.npy
649,Maria?,embeddings_output/performance/embeddings_performance1.npy
650,She was taken,embeddings_output/performance/embeddings_performance1.npy
651,"away, Alba said",embeddings_output/performance/embeddings_performance1.npy
652,in cryptic,embeddings_output/performance/embeddings_performance1.npy
653,Spanish.,embeddings_output/performance/embeddings_performance1.npy
654,If Alba knew,embeddings_output/performance/embeddings_performance1.npy
655,"any more than that, she",embeddings_output/performance/embeddings_performance1.npy
656,would not say.,embeddings_output/performance/embeddings_performance1.npy
657,Carmen,embeddings_output/performance/embeddings_performance1.npy
658,"was baffled, and a little",embeddings_output/performance/embeddings_performance1.npy
659,"unsettled,",embeddings_output/performance/embeddings_performance1.npy
660,but she had no choice,embeddings_output/performance/embeddings_performance1.npy
661,but to accept it.,embeddings_output/performance/embeddings_performance1.npy
662,Though,embeddings_output/performance/embeddings_performance1.npy
663,she was growing more comfortable,embeddings_output/performance/embeddings_performance1.npy
664,"in her new home,",embeddings_output/performance/embeddings_performance1.npy
665,certain aspects,embeddings_output/performance/embeddings_performance1.npy
666,of the culture,embeddings_output/performance/embeddings_performance1.npy
667,were still quite mysterious,embeddings_output/performance/embeddings_performance1.npy
668,to her.,embeddings_output/performance/embeddings_performance1.npy
669,The second week,embeddings_output/performance/embeddings_performance1.npy
670,"Carmen was there,",embeddings_output/performance/embeddings_performance1.npy
671,there was a festival in,embeddings_output/performance/embeddings_performance1.npy
672,the village.,embeddings_output/performance/embeddings_performance1.npy
673,The men made a huge,embeddings_output/performance/embeddings_performance1.npy
674,"bonfire,",embeddings_output/performance/embeddings_performance1.npy
675,and the women cooked,embeddings_output/performance/embeddings_performance1.npy
676,a delicious feast.,embeddings_output/performance/embeddings_performance1.npy
677,Some of the villagers,embeddings_output/performance/embeddings_performance1.npy
678,played traditional,embeddings_output/performance/embeddings_performance1.npy
679,"music,",embeddings_output/performance/embeddings_performance1.npy
680,and everyone danced late,embeddings_output/performance/embeddings_performance1.npy
681,into the night.,embeddings_output/performance/embeddings_performance1.npy
682,Carmen thoroughly enjoyed,embeddings_output/performance/embeddings_performance1.npy
683,herself.,embeddings_output/performance/embeddings_performance1.npy
684,"At a point,",embeddings_output/performance/embeddings_performance1.npy
685,Juan came,embeddings_output/performance/embeddings_performance1.npy
686,to sit beside her.,embeddings_output/performance/embeddings_performance1.npy
687,"You know,",embeddings_output/performance/embeddings_performance1.npy
688,everyone here is so,embeddings_output/performance/embeddings_performance1.npy
689,grateful that you came such,embeddings_output/performance/embeddings_performance1.npy
690,a long way to care,embeddings_output/performance/embeddings_performance1.npy
691,"for us, he said,",embeddings_output/performance/embeddings_performance1.npy
692,a look of genuine,embeddings_output/performance/embeddings_performance1.npy
693,genuine appreciation,embeddings_output/performance/embeddings_performance1.npy
694,in his eyes.,embeddings_output/performance/embeddings_performance1.npy
695,I  do not know,embeddings_output/performance/embeddings_performance1.npy
696,what we do without you,embeddings_output/performance/embeddings_performance1.npy
697,here.,embeddings_output/performance/embeddings_performance1.npy
698,Carmen smiled,embeddings_output/performance/embeddings_performance1.npy
699,"back, feeling",embeddings_output/performance/embeddings_performance1.npy
700,pleased that she had,embeddings_output/performance/embeddings_performance1.npy
701,taken a chance on this,embeddings_output/performance/embeddings_performance1.npy
702,adventure.,embeddings_output/performance/embeddings_performance1.npy
703,"Overall,",embeddings_output/performance/embeddings_performance1.npy
704,Carmen was happy,embeddings_output/performance/embeddings_performance1.npy
705,in the Amazon but,embeddings_output/performance/embeddings_performance1.npy
706,she still felt homesick,embeddings_output/performance/embeddings_performance1.npy
707,from time to time.,embeddings_output/performance/embeddings_performance1.npy
708,"One morning,",embeddings_output/performance/embeddings_performance1.npy
709,she discovered,embeddings_output/performance/embeddings_performance1.npy
710,that if she hiked to the top,embeddings_output/performance/embeddings_performance1.npy
711,of a small Hill,embeddings_output/performance/embeddings_performance1.npy
712,"behind her hut,",embeddings_output/performance/embeddings_performance1.npy
713,her cell phone picked,embeddings_output/performance/embeddings_performance1.npy
714,up a weak signal.,embeddings_output/performance/embeddings_performance1.npy
715,"She called Linda,",embeddings_output/performance/embeddings_performance1.npy
716,a close friend at home.,embeddings_output/performance/embeddings_performance1.npy
717,To,embeddings_output/performance/embeddings_performance1.npy
718,"Carmen delight,",embeddings_output/performance/embeddings_performance1.npy
719,"Linda picked up,",embeddings_output/performance/embeddings_performance1.npy
720,and the two women,embeddings_output/performance/embeddings_performance1.npy
721,talked for a long time.,embeddings_output/performance/embeddings_performance1.npy
722,Carmen told Linda,embeddings_output/performance/embeddings_performance1.npy
723,"all about the Amazon,",embeddings_output/performance/embeddings_performance1.npy
724,even mentioning,embeddings_output/performance/embeddings_performance1.npy
725,the patient with the strange,embeddings_output/performance/embeddings_performance1.npy
726,fever.,embeddings_output/performance/embeddings_performance1.npy
727,After,embeddings_output/performance/embeddings_performance1.npy
728,"they hung up,",embeddings_output/performance/embeddings_performance1.npy
729,Carmen headed back,embeddings_output/performance/embeddings_performance1.npy
730,"down the Hill, comforted",embeddings_output/performance/embeddings_performance1.npy
731,comforted by the conversation.,embeddings_output/performance/embeddings_performance1.npy
732,As she was settling,embeddings_output/performance/embeddings_performance1.npy
733,in for an afternoon,embeddings_output/performance/embeddings_performance1.npy
734,"siesta, there",embeddings_output/performance/embeddings_performance1.npy
735,was a knock at the door,embeddings_output/performance/embeddings_performance1.npy
736,of her hut.,embeddings_output/performance/embeddings_performance1.npy
737,Come in!,embeddings_output/performance/embeddings_performance1.npy
738,"she called, surprised.",embeddings_output/performance/embeddings_performance1.npy
739,The,embeddings_output/performance/embeddings_performance1.npy
740,door swung open,embeddings_output/performance/embeddings_performance1.npy
741,and Juan burst inside.,embeddings_output/performance/embeddings_performance1.npy
742,Dr. Carmen,embeddings_output/performance/embeddings_performance1.npy
743,I'm sorry to bother,embeddings_output/performance/embeddings_performance1.npy
744,"you like this, but there is",embeddings_output/performance/embeddings_performance1.npy
745,"an emergency, he said.",embeddings_output/performance/embeddings_performance1.npy
746,Some,embeddings_output/performance/embeddings_performance1.npy
747,of my men have seen,embeddings_output/performance/embeddings_performance1.npy
748,loggers working,embeddings_output/performance/embeddings_performance1.npy
749,in a part of the rainforest,embeddings_output/performance/embeddings_performance1.npy
750,that is strictly,embeddings_output/performance/embeddings_performance1.npy
751,off limits.,embeddings_output/performance/embeddings_performance1.npy
752,We must contact,embeddings_output/performance/embeddings_performance1.npy
753,the authorities to stop,embeddings_output/performance/embeddings_performance1.npy
754,"them right away, but",embeddings_output/performance/embeddings_performance1.npy
755,our satellite phone is,embeddings_output/performance/embeddings_performance1.npy
756,not working. I,embeddings_output/performance/embeddings_performance1.npy
757,need to take your cell,embeddings_output/performance/embeddings_performance1.npy
758,phone.,embeddings_output/performance/embeddings_performance1.npy
759,"Of course,",embeddings_output/performance/embeddings_performance1.npy
760,"she said, flustered,",embeddings_output/performance/embeddings_performance1.npy
761,handing,embeddings_output/performance/embeddings_performance1.npy
762,over her cell phone,embeddings_output/performance/embeddings_performance1.npy
763,it's solar,embeddings_output/performance/embeddings_performance1.npy
764,powered charger.,embeddings_output/performance/embeddings_performance1.npy
765,Thank you. We,embeddings_output/performance/embeddings_performance1.npy
766,may need to keep it for,embeddings_output/performance/embeddings_performance1.npy
767,"a few days, so",embeddings_output/performance/embeddings_performance1.npy
768,that we can monitor,embeddings_output/performance/embeddings_performance1.npy
769,these criminals and,embeddings_output/performance/embeddings_performance1.npy
770,continue to report,embeddings_output/performance/embeddings_performance1.npy
771,"where they are, Juan",embeddings_output/performance/embeddings_performance1.npy
772,said.,embeddings_output/performance/embeddings_performance1.npy
773,"Take your time,",embeddings_output/performance/embeddings_performance1.npy
774,Carmen started,embeddings_output/performance/embeddings_performance1.npy
775,"to say, but Juan was",embeddings_output/performance/embeddings_performance1.npy
776,already gone.,embeddings_output/performance/embeddings_performance1.npy
777,"The next day,",embeddings_output/performance/embeddings_performance1.npy
778,a second patient,embeddings_output/performance/embeddings_performance1.npy
779,with the strange,embeddings_output/performance/embeddings_performance1.npy
780,fever came to,embeddings_output/performance/embeddings_performance1.npy
781,see Carmen in the clinic.,embeddings_output/performance/embeddings_performance1.npy
782,This time it,embeddings_output/performance/embeddings_performance1.npy
783,was a young man that she,embeddings_output/performance/embeddings_performance1.npy
784,recognized from the village.,embeddings_output/performance/embeddings_performance1.npy
785,Along with the,embeddings_output/performance/embeddings_performance1.npy
786,"rash, this patient",embeddings_output/performance/embeddings_performance1.npy
787,"had a nasty,",embeddings_output/performance/embeddings_performance1.npy
788,hacking cough.,embeddings_output/performance/embeddings_performance1.npy
789,He,embeddings_output/performance/embeddings_performance1.npy
790,slept on one of the beds,embeddings_output/performance/embeddings_performance1.npy
791,"in the clinic,",embeddings_output/performance/embeddings_performance1.npy
792,groaning and thrashing,embeddings_output/performance/embeddings_performance1.npy
793,in what seemed,embeddings_output/performance/embeddings_performance1.npy
794,to be nightmares.,embeddings_output/performance/embeddings_performance1.npy
795,Carmen,embeddings_output/performance/embeddings_performance1.npy
796,stayed with him late,embeddings_output/performance/embeddings_performance1.npy
797,"into the evening,",embeddings_output/performance/embeddings_performance1.npy
798,then went to her,embeddings_output/performance/embeddings_performance1.npy
799,hut for a couple hours,embeddings_output/performance/embeddings_performance1.npy
800,rest.,embeddings_output/performance/embeddings_performance1.npy
801,"At Dawn,",embeddings_output/performance/embeddings_performance1.npy
802,she returned to the clinic,embeddings_output/performance/embeddings_performance1.npy
803,to find that,embeddings_output/performance/embeddings_performance1.npy
804,he  had not made it through the,embeddings_output/performance/embeddings_performance1.npy
805,night.,embeddings_output/performance/embeddings_performance1.npy
806,Traumatized and,embeddings_output/performance/embeddings_performance1.npy
807,"brokenhearted,",embeddings_output/performance/embeddings_performance1.npy
808,Carmen ran to,embeddings_output/performance/embeddings_performance1.npy
809,find his family.,embeddings_output/performance/embeddings_performance1.npy
810,Four of the men from,embeddings_output/performance/embeddings_performance1.npy
811,the village carried his,embeddings_output/performance/embeddings_performance1.npy
812,body away.,embeddings_output/performance/embeddings_performance1.npy
813,Even though she knew,embeddings_output/performance/embeddings_performance1.npy
814,"it was not her fault,",embeddings_output/performance/embeddings_performance1.npy
815,that she had done,embeddings_output/performance/embeddings_performance1.npy
816,"the best she could,",embeddings_output/performance/embeddings_performance1.npy
817,Carmen,embeddings_output/performance/embeddings_performance1.npy
818,felt horribly guilty,embeddings_output/performance/embeddings_performance1.npy
819,over the young  mans death.,embeddings_output/performance/embeddings_performance1.npy
820,"Just a few days later,",embeddings_output/performance/embeddings_performance1.npy
821,Carmen saw,embeddings_output/performance/embeddings_performance1.npy
822,her third patient,embeddings_output/performance/embeddings_performance1.npy
823,with a strange fever.,embeddings_output/performance/embeddings_performance1.npy
824,She,embeddings_output/performance/embeddings_performance1.npy
825,recognized the man,embeddings_output/performance/embeddings_performance1.npy
826,"as Ramiro,",embeddings_output/performance/embeddings_performance1.npy
827,a village leader,embeddings_output/performance/embeddings_performance1.npy
828,and one of  Juan close,embeddings_output/performance/embeddings_performance1.npy
829,friends.,embeddings_output/performance/embeddings_performance1.npy
830,"Luckily,",embeddings_output/performance/embeddings_performance1.npy
831,Ramiro  did not seem,embeddings_output/performance/embeddings_performance1.npy
832,to be as far,embeddings_output/performance/embeddings_performance1.npy
833,along in the illness as,embeddings_output/performance/embeddings_performance1.npy
834,the other patients,embeddings_output/performance/embeddings_performance1.npy
835,she had seen.,embeddings_output/performance/embeddings_performance1.npy
836,His forehead,embeddings_output/performance/embeddings_performance1.npy
837,"was warm,",embeddings_output/performance/embeddings_performance1.npy
838,but he  did not yet have,embeddings_output/performance/embeddings_performance1.npy
839,the rash or hacking,embeddings_output/performance/embeddings_performance1.npy
840,cough.,embeddings_output/performance/embeddings_performance1.npy
841,Carmen began,embeddings_output/performance/embeddings_performance1.npy
842,"treating him with medication,",embeddings_output/performance/embeddings_performance1.npy
843,lots of,embeddings_output/performance/embeddings_performance1.npy
844,"water, and some",embeddings_output/performance/embeddings_performance1.npy
845,medicinal plants that,embeddings_output/performance/embeddings_performance1.npy
846,Alba had brought her.,embeddings_output/performance/embeddings_performance1.npy
847,Carmen,embeddings_output/performance/embeddings_performance1.npy
848,tended to Ramiro,embeddings_output/performance/embeddings_performance1.npy
849,round the clock,embeddings_output/performance/embeddings_performance1.npy
850,for two days.,embeddings_output/performance/embeddings_performance1.npy
851,Finally his fever,embeddings_output/performance/embeddings_performance1.npy
852,went down.,embeddings_output/performance/embeddings_performance1.npy
853,On the day Ramiro,embeddings_output/performance/embeddings_performance1.npy
854,was released from,embeddings_output/performance/embeddings_performance1.npy
855,"the clinic,",embeddings_output/performance/embeddings_performance1.npy
856,his entire family,embeddings_output/performance/embeddings_performance1.npy
857,"came to show their gratitude,",embeddings_output/performance/embeddings_performance1.npy
858,showering,embeddings_output/performance/embeddings_performance1.npy
859,Carmen with gifts.,embeddings_output/performance/embeddings_performance1.npy
860,She was embarrassed,embeddings_output/performance/embeddings_performance1.npy
861,"at the attention,",embeddings_output/performance/embeddings_performance1.npy
862,but also,embeddings_output/performance/embeddings_performance1.npy
863,thrilled and proud,embeddings_output/performance/embeddings_performance1.npy
864,to have cured the man.,embeddings_output/performance/embeddings_performance1.npy
865,These were the moments that,embeddings_output/performance/embeddings_performance1.npy
866,reminded her why she,embeddings_output/performance/embeddings_performance1.npy
867,had become a doctor,embeddings_output/performance/embeddings_performance1.npy
868,in the first place.,embeddings_output/performance/embeddings_performance1.npy
869,When,embeddings_output/performance/embeddings_performance1.npy
870,Juan himself came,embeddings_output/performance/embeddings_performance1.npy
871,to personally thank,embeddings_output/performance/embeddings_performance1.npy
872,her for curing his,embeddings_output/performance/embeddings_performance1.npy
873,"friend, Carmen",embeddings_output/performance/embeddings_performance1.npy
874,thought she noticed,embeddings_output/performance/embeddings_performance1.npy
875,tears in his eyes.,embeddings_output/performance/embeddings_performance1.npy
876,"Here, we would",embeddings_output/performance/embeddings_performance1.npy
877,"like you to have this,",embeddings_output/performance/embeddings_performance1.npy
878,Juan said,embeddings_output/performance/embeddings_performance1.npy
879,handing her a,embeddings_output/performance/embeddings_performance1.npy
880,small package wrapped,embeddings_output/performance/embeddings_performance1.npy
881,in leaves and twine.,embeddings_output/performance/embeddings_performance1.npy
882,Carmen opened,embeddings_output/performance/embeddings_performance1.npy
883,it carefully.,embeddings_output/performance/embeddings_performance1.npy
884,Inside,embeddings_output/performance/embeddings_performance1.npy
885,was a delicate,embeddings_output/performance/embeddings_performance1.npy
886,handmade necklace.,embeddings_output/performance/embeddings_performance1.npy
887,"It was beautiful,",embeddings_output/performance/embeddings_performance1.npy
888,and Carmen was touched.,embeddings_output/performance/embeddings_performance1.npy
889,She felt she had truly,embeddings_output/performance/embeddings_performance1.npy
890,become part of her new,embeddings_output/performance/embeddings_performance1.npy
891,community.,embeddings_output/performance/embeddings_performance1.npy
892,Another week went by.,embeddings_output/performance/embeddings_performance1.npy
893,Carmen noticed a,embeddings_output/performance/embeddings_performance1.npy
894,change in the weather,embeddings_output/performance/embeddings_performance1.npy
895,weather: The,embeddings_output/performance/embeddings_performance1.npy
896,"sky was overcast,",embeddings_output/performance/embeddings_performance1.npy
897,and the air was,embeddings_output/performance/embeddings_performance1.npy
898,even more humid,embeddings_output/performance/embeddings_performance1.npy
899,now.,embeddings_output/performance/embeddings_performance1.npy
900,According,embeddings_output/performance/embeddings_performance1.npy
901,"to Alba,",embeddings_output/performance/embeddings_performance1.npy
902,it was the start of the,embeddings_output/performance/embeddings_performance1.npy
903,rainy season.,embeddings_output/performance/embeddings_performance1.npy
904,But Carmen  did not,embeddings_output/performance/embeddings_performance1.npy
905,mind.,embeddings_output/performance/embeddings_performance1.npy
906,She was enjoying,embeddings_output/performance/embeddings_performance1.npy
907,the time spent with,embeddings_output/performance/embeddings_performance1.npy
908,Alba more and more.,embeddings_output/performance/embeddings_performance1.npy
909,She had even begun,embeddings_output/performance/embeddings_performance1.npy
910,teaching the girl to,embeddings_output/performance/embeddings_performance1.npy
911,to read.,embeddings_output/performance/embeddings_performance1.npy
912,Carmen,embeddings_output/performance/embeddings_performance1.npy
913,thought that if she,embeddings_output/performance/embeddings_performance1.npy
914,"ever had a daughter,",embeddings_output/performance/embeddings_performance1.npy
915,she'd like her to be,embeddings_output/performance/embeddings_performance1.npy
